分拣中心,日期,货量
SC48,2023/9/23,724
SC61,2023/9/23,732
SC63,2023/9/23,1961
SC54,2023/9/23,10773
SC68,2023/9/23,1081
SC44,2023/9/23,16624
SC15,2023/9/23,3441
SC66,2023/9/23,873
SC9,2023/9/23,31875
SC53,2023/9/23,40436
SC38,2023/9/23,4028
SC20,2023/9/23,125
SC39,2023/9/23,2612
SC47,2023/9/23,51910
SC8,2023/9/23,47104
SC43,2023/9/23,3036
SC52,2023/9/23,4621
SC31,2023/9/23,12218
SC21,2023/9/23,3105
SC49,2023/9/23,7668
SC37,2023/9/23,468
SC29,2023/9/23,7888
SC5,2023/9/23,23459
SC23,2023/9/23,2867
SC16,2023/9/23,4096
SC36,2023/9/23,505
SC57,2023/9/23,16892
SC2,2023/9/23,7781
SC12,2023/9/23,3678
SC18,2023/9/23,7131
SC19,2023/9/23,9014
SC58,2023/9/23,979
SC27,2023/9/23,5459
SC1,2023/9/23,47051
SC46,2023/9/23,2533
SC34,2023/9/23,11021
SC14,2023/9/23,1796
SC51,2023/9/23,11901
SC26,2023/9/23,5301
SC32,2023/9/23,3851
SC24,2023/9/23,6890
SC4,2023/9/23,23975
SC28,2023/9/23,1284
SC41,2023/9/23,1699
SC17,2023/9/23,21951
SC40,2023/9/23,3426
SC7,2023/9/23,41867
SC60,2023/9/23,55435
SC10,2023/9/23,32594
SC35,2023/9/23,29274
SC3,2023/9/23,12754
SC30,2023/9/23,6428
SC55,2023/9/23,3277
SC6,2023/9/23,29731
SC22,2023/9/23,8172
SC56,2023/9/23,2058
SC25,2023/9/23,47129
SC48,2023/9/24,686
SC61,2023/9/24,783
SC63,2023/9/24,1908
SC54,2023/9/24,10559
SC68,2023/9/24,1073
SC44,2023/9/24,16381
SC15,2023/9/24,3287
SC66,2023/9/24,932
SC9,2023/9/24,31506
SC53,2023/9/24,36584
SC38,2023/9/24,4242
SC20,2023/9/24,133
SC39,2023/9/24,2675
SC47,2023/9/24,50963
SC8,2023/9/24,42113
SC43,2023/9/24,3529
SC52,2023/9/24,3751
SC31,2023/9/24,12376
SC21,2023/9/24,2649
SC49,2023/9/24,7573
SC37,2023/9/24,659
SC29,2023/9/24,7496
SC5,2023/9/24,22960
SC23,2023/9/24,3014
SC16,2023/9/24,3800
SC36,2023/9/24,718
SC57,2023/9/24,15643
SC2,2023/9/24,7450
SC12,2023/9/24,3753
SC18,2023/9/24,6830
SC19,2023/9/24,6953
SC58,2023/9/24,788
SC27,2023/9/24,5204
SC1,2023/9/24,48767
SC46,2023/9/24,2467
SC34,2023/9/24,11014
SC14,2023/9/24,1723
SC51,2023/9/24,11838
SC26,2023/9/24,5471
SC32,2023/9/24,3657
SC24,2023/9/24,6824
SC4,2023/9/24,24150
SC28,2023/9/24,1287
SC41,2023/9/24,1722
SC17,2023/9/24,21964
SC40,2023/9/24,3146
SC7,2023/9/24,42083
SC60,2023/9/24,54816
SC10,2023/9/24,31112
SC35,2023/9/24,27844
SC3,2023/9/24,11664
SC30,2023/9/24,5656
SC55,2023/9/24,3313
SC6,2023/9/24,28800
SC22,2023/9/24,8429
SC56,2023/9/24,1945
SC25,2023/9/24,44643
SC48,2023/9/25,785
SC61,2023/9/25,760
SC63,2023/9/25,2041
SC54,2023/9/25,10304
SC68,2023/9/25,1181
SC44,2023/9/25,17668
SC15,2023/9/25,3868
SC66,2023/9/25,1035
SC9,2023/9/25,32613
SC53,2023/9/25,40852
SC38,2023/9/25,4265
SC20,2023/9/25,153
SC39,2023/9/25,2983
SC47,2023/9/25,50878
SC8,2023/9/25,43486
SC43,2023/9/25,3275
SC52,2023/9/25,3385
SC31,2023/9/25,12608
SC21,2023/9/25,2690
SC49,2023/9/25,7644
SC37,2023/9/25,1408
SC29,2023/9/25,7845
SC5,2023/9/25,23489
SC23,2023/9/25,3500
SC16,2023/9/25,3733
SC36,2023/9/25,907
SC57,2023/9/25,15832
SC2,2023/9/25,9647
SC12,2023/9/25,3915
SC18,2023/9/25,7349
SC19,2023/9/25,10969
SC58,2023/9/25,1338
SC27,2023/9/25,5448
SC1,2023/9/25,45919
SC46,2023/9/25,2624
SC34,2023/9/25,11236
SC14,2023/9/25,1869
SC51,2023/9/25,12036
SC26,2023/9/25,5848
SC32,2023/9/25,3317
SC24,2023/9/25,7119
SC4,2023/9/25,22992
SC28,2023/9/25,1229
SC41,2023/9/25,1894
SC17,2023/9/25,21458
SC40,2023/9/25,3335
SC7,2023/9/25,39691
SC60,2023/9/25,57110
SC10,2023/9/25,29238
SC35,2023/9/25,28052
SC3,2023/9/25,12124
SC30,2023/9/25,5785
SC55,2023/9/25,3626
SC6,2023/9/25,27935
SC22,2023/9/25,8487
SC56,2023/9/25,1983
SC25,2023/9/25,46761
SC48,2023/9/26,842
SC61,2023/9/26,754
SC63,2023/9/26,1858
SC54,2023/9/26,11321
SC68,2023/9/26,1155
SC44,2023/9/26,18654
SC15,2023/9/26,5163
SC66,2023/9/26,961
SC9,2023/9/26,35047
SC53,2023/9/26,40681
SC38,2023/9/26,4416
SC20,2023/9/26,248
SC39,2023/9/26,2917
SC47,2023/9/26,53110
SC8,2023/9/26,46361
SC43,2023/9/26,3221
SC52,2023/9/26,3827
SC31,2023/9/26,13262
SC21,2023/9/26,3165
SC49,2023/9/26,8326
SC37,2023/9/26,1202
SC29,2023/9/26,8149
SC5,2023/9/26,24048
SC23,2023/9/26,3948
SC16,2023/9/26,3762
SC36,2023/9/26,642
SC57,2023/9/26,16083
SC2,2023/9/26,9881
SC12,2023/9/26,3852
SC18,2023/9/26,7892
SC19,2023/9/26,10792
SC58,2023/9/26,1049
SC27,2023/9/26,5387
SC1,2023/9/26,49085
SC46,2023/9/26,2942
SC34,2023/9/26,12371
SC14,2023/9/26,1631
SC51,2023/9/26,12851
SC26,2023/9/26,4775
SC32,2023/9/26,4232
SC24,2023/9/26,7928
SC4,2023/9/26,27073
SC28,2023/9/26,1166
SC41,2023/9/26,1779
SC17,2023/9/26,22744
SC40,2023/9/26,3531
SC7,2023/9/26,42006
SC60,2023/9/26,56695
SC10,2023/9/26,31735
SC35,2023/9/26,29013
SC3,2023/9/26,12258
SC30,2023/9/26,5937
SC55,2023/9/26,3657
SC6,2023/9/26,29649
SC22,2023/9/26,7995
SC56,2023/9/26,2349
SC25,2023/9/26,51937
SC48,2023/9/27,818
SC61,2023/9/27,986
SC63,2023/9/27,1752
SC54,2023/9/27,10000
SC68,2023/9/27,1077
SC44,2023/9/27,17748
SC15,2023/9/27,5063
SC66,2023/9/27,846
SC9,2023/9/27,35476
SC53,2023/9/27,41008
SC38,2023/9/27,4189
SC20,2023/9/27,235
SC39,2023/9/27,2897
SC47,2023/9/27,53461
SC8,2023/9/27,45342
SC43,2023/9/27,2894
SC52,2023/9/27,4008
SC31,2023/9/27,12743
SC21,2023/9/27,3390
SC49,2023/9/27,8320
SC37,2023/9/27,683
SC29,2023/9/27,7165
SC5,2023/9/27,23309
SC23,2023/9/27,3704
SC16,2023/9/27,3917
SC36,2023/9/27,616
SC57,2023/9/27,17407
SC2,2023/9/27,8252
SC12,2023/9/27,3506
SC18,2023/9/27,6512
SC19,2023/9/27,9526
SC58,2023/9/27,1182
SC27,2023/9/27,5264
SC1,2023/9/27,47858
SC46,2023/9/27,2423
SC34,2023/9/27,10767
SC14,2023/9/27,1368
SC51,2023/9/27,12601
SC26,2023/9/27,4573
SC32,2023/9/27,3683
SC24,2023/9/27,6727
SC4,2023/9/27,23975
SC28,2023/9/27,1108
SC41,2023/9/27,1845
SC17,2023/9/27,23417
SC40,2023/9/27,3380
SC7,2023/9/27,41072
SC60,2023/9/27,58984
SC10,2023/9/27,33244
SC35,2023/9/27,30005
SC3,2023/9/27,12309
SC30,2023/9/27,5783
SC55,2023/9/27,3309
SC6,2023/9/27,30697
SC22,2023/9/27,7308
SC56,2023/9/27,2127
SC25,2023/9/27,48810
SC48,2023/9/28,798
SC61,2023/9/28,883
SC63,2023/9/28,1571
SC54,2023/9/28,8248
SC68,2023/9/28,943
SC44,2023/9/28,15473
SC15,2023/9/28,4424
SC66,2023/9/28,743
SC9,2023/9/28,32419
SC53,2023/9/28,35505
SC38,2023/9/28,3738
SC20,2023/9/28,182
SC39,2023/9/28,2860
SC47,2023/9/28,45742
SC8,2023/9/28,40429
SC43,2023/9/28,3577
SC52,2023/9/28,3914
SC31,2023/9/28,12267
SC21,2023/9/28,2801
SC49,2023/9/28,8271
SC37,2023/9/28,754
SC29,2023/9/28,6491
SC5,2023/9/28,21342
SC23,2023/9/28,3161
SC16,2023/9/28,3735
SC36,2023/9/28,393
SC57,2023/9/28,15236
SC2,2023/9/28,7162
SC12,2023/9/28,3338
SC18,2023/9/28,5906
SC19,2023/9/28,7866
SC58,2023/9/28,1123
SC27,2023/9/28,4238
SC1,2023/9/28,42365
SC46,2023/9/28,1300
SC34,2023/9/28,10881
SC14,2023/9/28,1675
SC51,2023/9/28,11656
SC26,2023/9/28,4259
SC32,2023/9/28,3212
SC24,2023/9/28,5682
SC4,2023/9/28,21796
SC28,2023/9/28,977
SC41,2023/9/28,1632
SC17,2023/9/28,21255
SC40,2023/9/28,3268
SC7,2023/9/28,36234
SC60,2023/9/28,53672
SC10,2023/9/28,29798
SC35,2023/9/28,26474
SC3,2023/9/28,12060
SC30,2023/9/28,5344
SC55,2023/9/28,2981
SC6,2023/9/28,28163
SC22,2023/9/28,6233
SC56,2023/9/28,1522
SC25,2023/9/28,48277
SC48,2023/9/29,844
SC61,2023/9/29,845
SC63,2023/9/29,1533
SC54,2023/9/29,7844
SC68,2023/9/29,912
SC44,2023/9/29,14020
SC15,2023/9/29,3883
SC66,2023/9/29,772
SC9,2023/9/29,25217
SC53,2023/9/29,26547
SC38,2023/9/29,3497
SC20,2023/9/29,119
SC39,2023/9/29,2710
SC47,2023/9/29,40040
SC8,2023/9/29,31844
SC43,2023/9/29,3026
SC52,2023/9/29,2662
SC31,2023/9/29,9493
SC21,2023/9/29,2042
SC49,2023/9/29,6168
SC37,2023/9/29,595
SC29,2023/9/29,6018
SC5,2023/9/29,20263
SC23,2023/9/29,2944
SC16,2023/9/29,2570
SC36,2023/9/29,207
SC57,2023/9/29,15518
SC2,2023/9/29,6557
SC12,2023/9/29,3069
SC18,2023/9/29,5353
SC19,2023/9/29,6991
SC58,2023/9/29,734
SC27,2023/9/29,3727
SC1,2023/9/29,35506
SC46,2023/9/29,289
SC34,2023/9/29,9440
SC14,2023/9/29,1758
SC51,2023/9/29,9022
SC26,2023/9/29,4008
SC32,2023/9/29,2340
SC24,2023/9/29,5408
SC4,2023/9/29,22199
SC28,2023/9/29,982
SC41,2023/9/29,1425
SC17,2023/9/29,18254
SC40,2023/9/29,3196
SC7,2023/9/29,31472
SC60,2023/9/29,48845
SC10,2023/9/29,28590
SC35,2023/9/29,23793
SC3,2023/9/29,11024
SC30,2023/9/29,4540
SC55,2023/9/29,2996
SC6,2023/9/29,25032
SC22,2023/9/29,6093
SC56,2023/9/29,1404
SC25,2023/9/29,40354
SC48,2023/9/30,913
SC61,2023/9/30,790
SC63,2023/9/30,1541
SC54,2023/9/30,7312
SC68,2023/9/30,917
SC44,2023/9/30,13855
SC15,2023/9/30,3217
SC66,2023/9/30,804
SC9,2023/9/30,28463
SC53,2023/9/30,23956
SC38,2023/9/30,3283
SC20,2023/9/30,93
SC39,2023/9/30,2716
SC47,2023/9/30,34333
SC8,2023/9/30,28148
SC43,2023/9/30,3182
SC52,2023/9/30,2514
SC31,2023/9/30,11053
SC21,2023/9/30,1851
SC49,2023/9/30,6824
SC37,2023/9/30,901
SC29,2023/9/30,6039
SC5,2023/9/30,17579
SC23,2023/9/30,2862
SC16,2023/9/30,1846
SC36,2023/9/30,205
SC57,2023/9/30,13208
SC2,2023/9/30,6278
SC12,2023/9/30,3202
SC18,2023/9/30,5150
SC19,2023/9/30,5272
SC58,2023/9/30,754
SC27,2023/9/30,3477
SC1,2023/9/30,31313
SC46,2023/9/30,239
SC34,2023/9/30,8647
SC14,2023/9/30,1768
SC51,2023/9/30,9001
SC26,2023/9/30,3328
SC32,2023/9/30,1751
SC24,2023/9/30,5361
SC4,2023/9/30,19501
SC28,2023/9/30,966
SC41,2023/9/30,1473
SC17,2023/9/30,19652
SC40,2023/9/30,3096
SC7,2023/9/30,27875
SC60,2023/9/30,51349
SC10,2023/9/30,23604
SC35,2023/9/30,23878
SC3,2023/9/30,10020
SC30,2023/9/30,3820
SC55,2023/9/30,3105
SC6,2023/9/30,22922
SC22,2023/9/30,6247
SC56,2023/9/30,1364
SC25,2023/9/30,34247
SC48,2023/10/1,847
SC61,2023/10/1,815
SC63,2023/10/1,1630
SC54,2023/10/1,7404
SC68,2023/10/1,854
SC44,2023/10/1,13198
SC15,2023/10/1,2587
SC66,2023/10/1,852
SC9,2023/10/1,26052
SC53,2023/10/1,22771
SC38,2023/10/1,3187
SC20,2023/10/1,260
SC39,2023/10/1,2513
SC47,2023/10/1,30992
SC8,2023/10/1,25988
SC43,2023/10/1,2950
SC52,2023/10/1,2685
SC31,2023/10/1,9665
SC21,2023/10/1,1627
SC49,2023/10/1,6083
SC37,2023/10/1,1155
SC29,2023/10/1,5891
SC5,2023/10/1,16767
SC23,2023/10/1,2867
SC16,2023/10/1,1808
SC36,2023/10/1,311
SC57,2023/10/1,12561
SC2,2023/10/1,6483
SC12,2023/10/1,3262
SC18,2023/10/1,4925
SC19,2023/10/1,5326
SC58,2023/10/1,882
SC27,2023/10/1,3413
SC1,2023/10/1,30105
SC46,2023/10/1,275
SC34,2023/10/1,8947
SC14,2023/10/1,1601
SC51,2023/10/1,8757
SC26,2023/10/1,3747
SC32,2023/10/1,1836
SC24,2023/10/1,4939
SC4,2023/10/1,18497
SC28,2023/10/1,934
SC41,2023/10/1,1612
SC17,2023/10/1,18020
SC40,2023/10/1,2983
SC7,2023/10/1,25385
SC60,2023/10/1,46571
SC10,2023/10/1,19562
SC35,2023/10/1,22291
SC3,2023/10/1,9400
SC30,2023/10/1,3022
SC55,2023/10/1,2929
SC6,2023/10/1,21342
SC22,2023/10/1,6056
SC56,2023/10/1,1238
SC25,2023/10/1,34195
SC48,2023/10/2,761
SC61,2023/10/2,837
SC63,2023/10/2,1659
SC54,2023/10/2,6793
SC68,2023/10/2,890
SC44,2023/10/2,12280
SC15,2023/10/2,2295
SC66,2023/10/2,761
SC9,2023/10/2,22658
SC53,2023/10/2,23167
SC38,2023/10/2,3091
SC20,2023/10/2,200
SC39,2023/10/2,2469
SC47,2023/10/2,28977
SC8,2023/10/2,24292
SC43,2023/10/2,2868
SC52,2023/10/2,1968
SC31,2023/10/2,9356
SC21,2023/10/2,1252
SC49,2023/10/2,6275
SC37,2023/10/2,857
SC29,2023/10/2,5618
SC5,2023/10/2,14078
SC23,2023/10/2,2754
SC16,2023/10/2,1438
SC36,2023/10/2,238
SC57,2023/10/2,10562
SC2,2023/10/2,5414
SC12,2023/10/2,3075
SC18,2023/10/2,4434
SC19,2023/10/2,4655
SC58,2023/10/2,834
SC27,2023/10/2,3236
SC1,2023/10/2,26567
SC46,2023/10/2,447
SC34,2023/10/2,8270
SC14,2023/10/2,1299
SC51,2023/10/2,7732
SC26,2023/10/2,3547
SC32,2023/10/2,1585
SC24,2023/10/2,4676
SC4,2023/10/2,18400
SC28,2023/10/2,901
SC41,2023/10/2,1565
SC17,2023/10/2,15816
SC40,2023/10/2,2772
SC7,2023/10/2,22565
SC60,2023/10/2,43348
SC10,2023/10/2,20713
SC35,2023/10/2,20413
SC3,2023/10/2,8704
SC30,2023/10/2,2325
SC55,2023/10/2,2783
SC6,2023/10/2,20092
SC22,2023/10/2,5750
SC56,2023/10/2,1197
SC25,2023/10/2,30116
SC48,2023/10/3,707
SC61,2023/10/3,870
SC63,2023/10/3,1585
SC54,2023/10/3,7266
SC68,2023/10/3,980
SC44,2023/10/3,12879
SC15,2023/10/3,2619
SC66,2023/10/3,794
SC9,2023/10/3,21998
SC53,2023/10/3,22538
SC38,2023/10/3,3183
SC20,2023/10/3,120
SC39,2023/10/3,2416
SC47,2023/10/3,28027
SC8,2023/10/3,22773
SC43,2023/10/3,2935
SC52,2023/10/3,1970
SC31,2023/10/3,8873
SC21,2023/10/3,1186
SC49,2023/10/3,5472
SC37,2023/10/3,421
SC29,2023/10/3,5834
SC5,2023/10/3,14005
SC23,2023/10/3,2700
SC16,2023/10/3,1409
SC36,2023/10/3,233
SC57,2023/10/3,10269
SC2,2023/10/3,5754
SC12,2023/10/3,3245
SC18,2023/10/3,4213
SC19,2023/10/3,4832
SC58,2023/10/3,654
SC27,2023/10/3,3096
SC1,2023/10/3,27154
SC46,2023/10/3,470
SC34,2023/10/3,8108
SC14,2023/10/3,1202
SC51,2023/10/3,7390
SC26,2023/10/3,3607
SC32,2023/10/3,1737
SC24,2023/10/3,4961
SC4,2023/10/3,16874
SC28,2023/10/3,950
SC41,2023/10/3,1562
SC17,2023/10/3,15108
SC40,2023/10/3,2828
SC7,2023/10/3,22626
SC60,2023/10/3,40891
SC10,2023/10/3,22581
SC35,2023/10/3,20046
SC3,2023/10/3,8143
SC30,2023/10/3,2511
SC55,2023/10/3,2735
SC6,2023/10/3,19277
SC22,2023/10/3,5830
SC56,2023/10/3,1215
SC25,2023/10/3,29034
SC48,2023/10/4,741
SC61,2023/10/4,926
SC63,2023/10/4,1729
SC54,2023/10/4,7516
SC68,2023/10/4,1032
SC44,2023/10/4,13495
SC15,2023/10/4,2277
SC66,2023/10/4,822
SC9,2023/10/4,20196
SC53,2023/10/4,22770
SC38,2023/10/4,3358
SC20,2023/10/4,47
SC39,2023/10/4,2349
SC47,2023/10/4,30920
SC8,2023/10/4,26244
SC43,2023/10/4,3062
SC52,2023/10/4,1989
SC31,2023/10/4,8925
SC21,2023/10/4,1320
SC49,2023/10/4,5612
SC37,2023/10/4,408
SC29,2023/10/4,5769
SC5,2023/10/4,15505
SC23,2023/10/4,2669
SC16,2023/10/4,1330
SC36,2023/10/4,315
SC57,2023/10/4,10889
SC2,2023/10/4,6124
SC12,2023/10/4,3475
SC18,2023/10/4,4535
SC19,2023/10/4,5016
SC58,2023/10/4,717
SC27,2023/10/4,3160
SC1,2023/10/4,27801
SC46,2023/10/4,556
SC34,2023/10/4,7596
SC14,2023/10/4,1212
SC51,2023/10/4,7830
SC26,2023/10/4,3926
SC32,2023/10/4,1662
SC24,2023/10/4,5145
SC4,2023/10/4,18281
SC28,2023/10/4,995
SC41,2023/10/4,1727
SC17,2023/10/4,15596
SC40,2023/10/4,2780
SC7,2023/10/4,24280
SC60,2023/10/4,41971
SC10,2023/10/4,22961
SC35,2023/10/4,21596
SC3,2023/10/4,8092
SC30,2023/10/4,2826
SC55,2023/10/4,2848
SC6,2023/10/4,21074
SC22,2023/10/4,6034
SC56,2023/10/4,1310
SC25,2023/10/4,28705
SC48,2023/10/5,775
SC61,2023/10/5,1006
SC63,2023/10/5,1852
SC54,2023/10/5,8311
SC68,2023/10/5,1144
SC44,2023/10/5,14758
SC15,2023/10/5,2866
SC66,2023/10/5,706
SC9,2023/10/5,22050
SC53,2023/10/5,25309
SC38,2023/10/5,3412
SC20,2023/10/5,45
SC39,2023/10/5,2561
SC47,2023/10/5,33758
SC8,2023/10/5,28822
SC43,2023/10/5,3276
SC52,2023/10/5,2326
SC31,2023/10/5,9464
SC21,2023/10/5,1514
SC49,2023/10/5,6343
SC37,2023/10/5,1187
SC29,2023/10/5,6582
SC5,2023/10/5,16103
SC23,2023/10/5,2919
SC16,2023/10/5,1614
SC36,2023/10/5,455
SC57,2023/10/5,11281
SC2,2023/10/5,7014
SC12,2023/10/5,3777
SC18,2023/10/5,5099
SC19,2023/10/5,5585
SC58,2023/10/5,698
SC27,2023/10/5,3452
SC1,2023/10/5,32019
SC46,2023/10/5,679
SC34,2023/10/5,7795
SC14,2023/10/5,1138
SC51,2023/10/5,8395
SC26,2023/10/5,4409
SC32,2023/10/5,1719
SC24,2023/10/5,5303
SC4,2023/10/5,18353
SC28,2023/10/5,1226
SC41,2023/10/5,1743
SC17,2023/10/5,15794
SC40,2023/10/5,2717
SC7,2023/10/5,27802
SC60,2023/10/5,46535
SC10,2023/10/5,25194
SC35,2023/10/5,22643
SC3,2023/10/5,8482
SC30,2023/10/5,3526
SC55,2023/10/5,3162
SC6,2023/10/5,23334
SC22,2023/10/5,6751
SC56,2023/10/5,1475
SC25,2023/10/5,34846
SC48,2023/10/6,730
SC61,2023/10/6,1115
SC63,2023/10/6,2055
SC54,2023/10/6,8621
SC68,2023/10/6,1208
SC44,2023/10/6,15077
SC15,2023/10/6,3280
SC66,2023/10/6,717
SC9,2023/10/6,21146
SC53,2023/10/6,25977
SC38,2023/10/6,3752
SC20,2023/10/6,116
SC39,2023/10/6,2534
SC47,2023/10/6,38858
SC8,2023/10/6,32742
SC43,2023/10/6,3595
SC52,2023/10/6,2577
SC31,2023/10/6,9354
SC21,2023/10/6,1725
SC49,2023/10/6,6242
SC37,2023/10/6,817
SC29,2023/10/6,6892
SC5,2023/10/6,19434
SC23,2023/10/6,2892
SC16,2023/10/6,1885
SC36,2023/10/6,470
SC57,2023/10/6,12515
SC2,2023/10/6,7168
SC12,2023/10/6,3993
SC18,2023/10/6,5308
SC19,2023/10/6,7634
SC58,2023/10/6,743
SC27,2023/10/6,3572
SC1,2023/10/6,32791
SC46,2023/10/6,825
SC34,2023/10/6,7839
SC14,2023/10/6,1118
SC51,2023/10/6,9367
SC26,2023/10/6,4063
SC32,2023/10/6,1908
SC24,2023/10/6,5429
SC4,2023/10/6,19023
SC28,2023/10/6,1375
SC41,2023/10/6,1859
SC17,2023/10/6,16674
SC40,2023/10/6,2924
SC7,2023/10/6,31089
SC60,2023/10/6,49119
SC10,2023/10/6,26844
SC35,2023/10/6,23264
SC3,2023/10/6,9069
SC30,2023/10/6,4358
SC55,2023/10/6,3236
SC6,2023/10/6,23631
SC22,2023/10/6,7536
SC56,2023/10/6,1533
SC25,2023/10/6,35736
SC48,2023/10/7,786
SC61,2023/10/7,1177
SC63,2023/10/7,2248
SC54,2023/10/7,9618
SC68,2023/10/7,1241
SC44,2023/10/7,16565
SC15,2023/10/7,3074
SC66,2023/10/7,788
SC9,2023/10/7,23873
SC53,2023/10/7,28714
SC38,2023/10/7,4206
SC20,2023/10/7,103
SC39,2023/10/7,2648
SC47,2023/10/7,42643
SC8,2023/10/7,34547
SC43,2023/10/7,3757
SC52,2023/10/7,2987
SC31,2023/10/7,10603
SC21,2023/10/7,1849
SC49,2023/10/7,6529
SC37,2023/10/7,532
SC29,2023/10/7,7749
SC5,2023/10/7,18689
SC23,2023/10/7,3016
SC16,2023/10/7,2005
SC36,2023/10/7,611
SC57,2023/10/7,13047
SC2,2023/10/7,8521
SC12,2023/10/7,4514
SC18,2023/10/7,5438
SC19,2023/10/7,8712
SC58,2023/10/7,971
SC27,2023/10/7,4029
SC1,2023/10/7,37052
SC46,2023/10/7,1131
SC34,2023/10/7,8441
SC14,2023/10/7,1097
SC51,2023/10/7,9755
SC26,2023/10/7,4622
SC32,2023/10/7,2222
SC24,2023/10/7,6055
SC4,2023/10/7,20650
SC28,2023/10/7,1649
SC41,2023/10/7,2132
SC17,2023/10/7,17322
SC40,2023/10/7,2965
SC7,2023/10/7,32941
SC60,2023/10/7,51953
SC10,2023/10/7,31103
SC35,2023/10/7,24981
SC3,2023/10/7,9493
SC30,2023/10/7,3486
SC55,2023/10/7,3634
SC6,2023/10/7,25780
SC22,2023/10/7,8689
SC56,2023/10/7,1581
SC25,2023/10/7,35433
SC48,2023/10/8,820
SC61,2023/10/8,940
SC63,2023/10/8,2184
SC54,2023/10/8,9653
SC68,2023/10/8,1205
SC44,2023/10/8,17528
SC15,2023/10/8,4266
SC66,2023/10/8,722
SC9,2023/10/8,23842
SC53,2023/10/8,30133
SC38,2023/10/8,4047
SC20,2023/10/8,231
SC39,2023/10/8,2616
SC47,2023/10/8,45334
SC8,2023/10/8,38813
SC43,2023/10/8,3004
SC52,2023/10/8,2836
SC31,2023/10/8,10188
SC21,2023/10/8,1689
SC49,2023/10/8,7155
SC37,2023/10/8,711
SC29,2023/10/8,7589
SC5,2023/10/8,20085
SC23,2023/10/8,2996
SC16,2023/10/8,2015
SC36,2023/10/8,780
SC57,2023/10/8,13977
SC2,2023/10/8,8471
SC12,2023/10/8,4498
SC18,2023/10/8,5564
SC19,2023/10/8,9517
SC58,2023/10/8,830
SC27,2023/10/8,3816
SC1,2023/10/8,41362
SC46,2023/10/8,1378
SC34,2023/10/8,8766
SC14,2023/10/8,1010
SC51,2023/10/8,10453
SC26,2023/10/8,4028
SC32,2023/10/8,2421
SC24,2023/10/8,5671
SC4,2023/10/8,22952
SC28,2023/10/8,1693
SC41,2023/10/8,1898
SC17,2023/10/8,17819
SC40,2023/10/8,3020
SC7,2023/10/8,36952
SC60,2023/10/8,53583
SC10,2023/10/8,29053
SC35,2023/10/8,26485
SC3,2023/10/8,10422
SC30,2023/10/8,3384
SC55,2023/10/8,3575
SC6,2023/10/8,27935
SC22,2023/10/8,8501
SC56,2023/10/8,1549
SC25,2023/10/8,40530
SC48,2023/10/9,719
SC61,2023/10/9,849
SC63,2023/10/9,2087
SC54,2023/10/9,8961
SC68,2023/10/9,1179
SC44,2023/10/9,16838
SC15,2023/10/9,3977
SC66,2023/10/9,704
SC9,2023/10/9,24831
SC53,2023/10/9,30362
SC38,2023/10/9,3441
SC20,2023/10/9,84
SC39,2023/10/9,2626
SC47,2023/10/9,45531
SC8,2023/10/9,40003
SC43,2023/10/9,2727
SC52,2023/10/9,2724
SC31,2023/10/9,9966
SC21,2023/10/9,1697
SC49,2023/10/9,7435
SC37,2023/10/9,589
SC29,2023/10/9,7085
SC5,2023/10/9,21679
SC23,2023/10/9,2967
SC16,2023/10/9,1777
SC36,2023/10/9,565
SC57,2023/10/9,14038
SC2,2023/10/9,8624
SC12,2023/10/9,4329
SC18,2023/10/9,5297
SC19,2023/10/9,9448
SC58,2023/10/9,800
SC27,2023/10/9,3581
SC1,2023/10/9,38656
SC46,2023/10/9,1640
SC34,2023/10/9,8853
SC14,2023/10/9,1114
SC51,2023/10/9,10861
SC26,2023/10/9,3763
SC32,2023/10/9,2716
SC24,2023/10/9,5497
SC4,2023/10/9,23496
SC28,2023/10/9,1469
SC41,2023/10/9,1801
SC17,2023/10/9,18917
SC40,2023/10/9,2858
SC7,2023/10/9,36796
SC60,2023/10/9,51896
SC10,2023/10/9,29406
SC35,2023/10/9,26014
SC3,2023/10/9,10499
SC30,2023/10/9,3067
SC55,2023/10/9,3516
SC6,2023/10/9,28753
SC22,2023/10/9,8595
SC56,2023/10/9,1630
SC25,2023/10/9,40650
SC48,2023/10/10,737
SC61,2023/10/10,820
SC63,2023/10/10,2056
SC54,2023/10/10,9045
SC68,2023/10/10,1236
SC44,2023/10/10,16920
SC15,2023/10/10,4483
SC66,2023/10/10,686
SC9,2023/10/10,23608
SC53,2023/10/10,31815
SC38,2023/10/10,4312
SC20,2023/10/10,75
SC39,2023/10/10,2594
SC47,2023/10/10,45191
SC8,2023/10/10,39283
SC43,2023/10/10,3540
SC52,2023/10/10,3258
SC31,2023/10/10,10133
SC21,2023/10/10,1753
SC49,2023/10/10,7427
SC37,2023/10/10,667
SC29,2023/10/10,7812
SC5,2023/10/10,19752
SC23,2023/10/10,3046
SC16,2023/10/10,1892
SC36,2023/10/10,652
SC57,2023/10/10,13674
SC2,2023/10/10,8499
SC12,2023/10/10,4134
SC18,2023/10/10,5441
SC19,2023/10/10,8849
SC58,2023/10/10,710
SC27,2023/10/10,3491
SC1,2023/10/10,38319
SC46,2023/10/10,1754
SC34,2023/10/10,8786
SC14,2023/10/10,1068
SC51,2023/10/10,10879
SC26,2023/10/10,3943
